800,494,481,646
500,381,349,483
700,500,445,431
700,555,515,601
500,536,522,583
750,518,507,504
500,385,363,316
800,533,484,521
850,545,701,750
650,428,521,563
650,487,560,455
600,520,514,445
600,538,606,654
700,603,568,514
450,384,538,431
700,718,596,536
500,392,396,499
550,423,389,431
650,395,520,466
600,449,446,512
750,414,404,521
650,505,522,495
350,350,332,307
1000,577,612,768
550,360,467,434
900,568,669,798
